,dataset,k1,k2,distance,alphas,losses_train,accuracy_lst_train,losses_test,accuracy_lst_test
23,CIFAR-10,2,27,53.93925094604492,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8056543445587159, 0.8107423794269562, 0.8126646196842193, 0.8082228696346283, 0.8125862228870392, 0.8084721136093139, 0.8089739167690277, 0.8054069709777832, 0.8131420147418976, 0.8167900884151459, 0.8146288776397705, 0.8079071128368378, 0.8123895251750946, 0.8045343589782715, 0.8125613451004028, 0.8113346469402313, 0.8065668332576752, 0.8066678369045257, 0.8044664645195008, 0.7996832251548767, 0.8064026021957398, 0.804210102558136, 0.79333740234375, 0.8006744587421417, 0.7961307454109192]","[0.72765625, 0.723125, 0.71984375, 0.72953125, 0.72453125, 0.73203125, 0.7303125, 0.73421875, 0.72703125, 0.72734375, 0.72875, 0.730625, 0.7259375, 0.734375, 0.72890625, 0.73109375, 0.72953125, 0.724375, 0.7321875, 0.7234375, 0.72421875, 0.7190625, 0.7284375, 0.72375, 0.72515625]","[0.8511556255817413, 0.847629326581955, 0.8551079475879669, 0.8457790744304657, 0.8461800217628479, 0.8422206223011017, 0.8422494721412659, 0.8441123712062836, 0.8461234319210053, 0.8477339959144592, 0.8478423964977264, 0.8491746318340302, 0.8445082032680511, 0.8455978536605835, 0.8578600239753723, 0.8451379835605621, 0.8394472622871398, 0.8502930986881256, 0.8461600887775421, 0.8450073969364166, 0.8464420783519745, 0.8416147267818451, 0.842172601222992, 0.8495179808139801, 0.8425716638565064]","[0.70703125, 0.7121875, 0.7034375, 0.70734375, 0.71046875, 0.71765625, 0.7140625, 0.715625, 0.71828125, 0.7171875, 0.718125, 0.7171875, 0.716875, 0.719375, 0.70875, 0.71703125, 0.72109375, 0.705625, 0.709375, 0.7103125, 0.70875, 0.71046875, 0.705625, 0.70734375, 0.71125]"
24,CIFAR-10,5,6,12.856016159057617,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[1.0841483640670777, 1.0772290182113649, 1.0914953410625459, 1.081676070690155, 1.0898397970199585, 1.0870424866676331, 1.0847458934783936, 1.0817445874214173, 1.0787808215618133, 1.0766512382030486, 1.0787618482112884, 1.080452424287796, 1.0764567863941192, 1.0797136926651, 1.0758026564121246, 1.0786201202869414, 1.0893688952922822, 1.0749686574935913, 1.0836926209926605, 1.0755206286907195, 1.0857629024982451, 1.0868712055683136, 1.081473342180252, 1.0867952656745912, 1.093580229282379]","[0.62421875, 0.62296875, 0.615625, 0.62859375, 0.62, 0.62125, 0.62, 0.62, 0.62484375, 0.62546875, 0.6190625, 0.62078125, 0.6240625, 0.62765625, 0.6259375, 0.6303125, 0.61453125, 0.619375, 0.62625, 0.62296875, 0.6190625, 0.615625, 0.6215625, 0.61625, 0.61359375]","[1.107569545507431, 1.0996388876438141, 1.1079154217243194, 1.1077397179603576, 1.0967697930335998, 1.102294486761093, 1.0982211446762085, 1.0974598610401154, 1.090164384841919, 1.089232188463211, 1.095813273191452, 1.0911974287033082, 1.0853233802318574, 1.0888797795772553, 1.0940176367759704, 1.0941950511932372, 1.0915889406204224, 1.091721751689911, 1.0941942262649536, 1.1019238889217378, 1.0985388219356538, 1.0943648862838744, 1.097661613225937, 1.1079189670085907, 1.098495328426361]","[0.62171875, 0.616875, 0.61890625, 0.61703125, 0.623125, 0.61640625, 0.62046875, 0.61625, 0.61859375, 0.62296875, 0.62234375, 0.62265625, 0.6253125, 0.62375, 0.61828125, 0.615625, 0.62109375, 0.61625, 0.61265625, 0.6159375, 0.61796875, 0.61859375, 0.62015625, 0.60703125, 0.6115625]"
25,CIFAR-10,5,10,26.22858428955078,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.9691817331314087, 0.9777858674526214, 0.9763820457458496, 0.9735762917995453, 0.9709054207801819, 0.9743051064014435, 0.979294582605362, 0.971290922164917, 0.9725794553756714, 0.9728998625278473, 0.9741472470760345, 0.9757073867321014, 0.9679771411418915, 0.9701824510097503, 0.9762615144252778, 0.9705881571769714, 0.9713442707061768, 0.9799305391311646, 0.9780704188346863, 0.9858834683895111, 0.9761292231082916, 0.9793414044380188, 0.9863049638271332, 0.9864661931991577, 0.989520982503891]","[0.66171875, 0.65875, 0.66078125, 0.66359375, 0.669375, 0.66546875, 0.6603125, 0.6615625, 0.661875, 0.66015625, 0.6628125, 0.6625, 0.66765625, 0.66578125, 0.6596875, 0.66953125, 0.65828125, 0.6634375, 0.66109375, 0.6584375, 0.6575, 0.66109375, 0.65921875, 0.6528125, 0.65625]","[0.9976229071617126, 0.9930691313743591, 0.9923234534263611, 0.9974830448627472, 0.9989827299118041, 0.9923796164989471, 0.9922017228603363, 0.994565509557724, 0.9867548573017121, 0.9993956625461579, 0.982821044921875, 0.998151466846466, 0.9918755853176117, 1.0063889253139495, 1.0027371084690093, 0.9987731087207794, 0.9972472083568573, 0.9978457033634186, 1.001131864786148, 1.0041212964057922, 1.0014506256580353, 1.0014582419395446, 1.0011301362514495, 1.0087175965309143, 1.0104126858711242]","[0.65015625, 0.653125, 0.653125, 0.6590625, 0.65171875, 0.65, 0.665, 0.65953125, 0.6584375, 0.654375, 0.66453125, 0.65828125, 0.6625, 0.65828125, 0.65515625, 0.6590625, 0.65640625, 0.65890625, 0.6571875, 0.6575, 0.6478125, 0.65765625, 0.65421875, 0.64828125, 0.648125]"
26,CIFAR-10,5,14,34.27742004394531,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.9284464681148529, 0.9226668643951416, 0.9241114270687103, 0.9166292870044708, 0.9180365717411041, 0.906593861579895, 0.9077654373645783, 0.8962368679046631, 0.9015248274803161, 0.8893790721893311, 0.8998326086997985, 0.8854508328437806, 0.8896865725517273, 0.8871039712429046, 0.8867723309993744, 0.8847081017494202, 0.8815052962303161, 0.8860371744632721, 0.8847664821147919, 0.8816946971416474, 0.884637200832367, 0.8808842396736145, 0.8784065246582031, 0.8930093896389008, 0.8977001512050629]","[0.674375, 0.683125, 0.680625, 0.68328125, 0.68171875, 0.68296875, 0.6834375, 0.69109375, 0.68921875, 0.69421875, 0.6953125, 0.69765625, 0.69796875, 0.69515625, 0.6965625, 0.6959375, 0.69296875, 0.6928125, 0.69015625, 0.69109375, 0.6928125, 0.69390625, 0.6903125, 0.6890625, 0.685625]","[0.9585915386676789, 0.9543382811546326, 0.9518739235401154, 0.9509823310375214, 0.9448913025856018, 0.9416129505634308, 0.9319739270210267, 0.9339194440841675, 0.9352118122577667, 0.9240880048274994, 0.9172517681121826, 0.9240792441368103, 0.9260797488689423, 0.9255287301540375, 0.9208346700668335, 0.916883533000946, 0.9187286114692688, 0.9208750140666961, 0.9174466907978058, 0.9216014623641968, 0.9201524913311004, 0.9244013559818268, 0.9211699342727662, 0.9201736414432525, 0.9173474788665772]","[0.6659375, 0.66203125, 0.6646875, 0.6721875, 0.67203125, 0.675, 0.68296875, 0.6796875, 0.683125, 0.67953125, 0.686875, 0.68484375, 0.68234375, 0.67890625, 0.68421875, 0.683125, 0.68671875, 0.675, 0.68609375, 0.68109375, 0.685625, 0.67875, 0.6784375, 0.683125, 0.683125]"
27,CIFAR-10,5,18,40.03403091430664,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8671040797233581, 0.8590367615222931, 0.8528377509117127, 0.8661499464511871, 0.863063395023346, 0.8612084889411926, 0.8522233498096466, 0.8613559079170227, 0.8604595303535462, 0.8673270273208619, 0.8666455721855164, 0.8587807035446167, 0.8686655473709106, 0.8639357924461365, 0.8684038376808166, 0.8689958250522614, 0.8696195352077484, 0.8653138327598572, 0.8709225249290466, 0.8842419016361237, 0.8722451496124267, 0.887156891822815, 0.8828191936016083, 0.8818814754486084, 0.8862788617610932]","[0.7034375, 0.71109375, 0.71125, 0.7078125, 0.7075, 0.70578125, 0.714375, 0.70578125, 0.7109375, 0.71140625, 0.713125, 0.70890625, 0.71125, 0.7084375, 0.70890625, 0.70640625, 0.70765625, 0.70953125, 0.70375, 0.6984375, 0.70453125, 0.69890625, 0.695, 0.70140625, 0.6884375]","[0.8991976034641266, 0.8937875497341156, 0.8945152091979981, 0.8916319489479065, 0.8877445924282074, 0.8917266249656677, 0.8951816177368164, 0.8854789495468139, 0.8928187751770019, 0.8897186958789826, 0.8931796503067017, 0.8917637729644775, 0.8938877177238465, 0.8963140714168548, 0.9057031226158142, 0.8938852894306183, 0.8965428364276886, 0.9079426229000092, 0.8940989220142365, 0.8988156545162201, 0.902370216846466, 0.9058896434307099, 0.9109804785251617, 0.915441460609436, 0.9134402322769165]","[0.6928125, 0.6971875, 0.69828125, 0.7003125, 0.69625, 0.70359375, 0.69765625, 0.7, 0.70046875, 0.7009375, 0.6978125, 0.6984375, 0.70265625, 0.69671875, 0.69890625, 0.70234375, 0.69546875, 0.6946875, 0.70609375, 0.70046875, 0.69140625, 0.6865625, 0.68734375, 0.68734375, 0.6896875]"
28,CIFAR-10,5,22,45.2048454284668,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8198698449134827, 0.8218515264987946, 0.8187468993663788, 0.8143714570999145, 0.8226197028160095, 0.8168544065952301, 0.8259571874141693, 0.8205023109912872, 0.8223116886615753, 0.8357024025917054, 0.8177945566177368, 0.8235734832286835, 0.8296743762493134, 0.825915721654892, 0.8289544987678528, 0.8283762800693512, 0.8302941906452179, 0.8283876848220825, 0.8416028356552124, 0.8396437871456146, 0.8402893698215484, 0.8309810876846313, 0.8321716523170472, 0.8365056085586547, 0.8316849720478058]","[0.7103125, 0.7178125, 0.72515625, 0.72171875, 0.72234375, 0.72109375, 0.72046875, 0.7146875, 0.7234375, 0.71578125, 0.72578125, 0.71890625, 0.72453125, 0.723125, 0.72328125, 0.7215625, 0.71671875, 0.715625, 0.7140625, 0.71640625, 0.71171875, 0.71421875, 0.7134375, 0.7165625, 0.71390625]","[0.8524681746959686, 0.8507968890666961, 0.8546686542034149, 0.8466209208965302, 0.8537861239910126, 0.8577533340454102, 0.8454991030693054, 0.8539061856269836, 0.8563381254673004, 0.8662540400028229, 0.8556418681144714, 0.8628698599338531, 0.8650968301296235, 0.8730048418045044, 0.8615800106525421, 0.8647134792804718, 0.8645177555084228, 0.8747181856632232, 0.8641519606113434, 0.8631785571575165, 0.8668509662151337, 0.8792441427707672, 0.8792237436771393, 0.8673359215259552, 0.8711241018772126]","[0.705625, 0.7065625, 0.71109375, 0.705, 0.704375, 0.70546875, 0.71140625, 0.70453125, 0.71640625, 0.70328125, 0.71265625, 0.7103125, 0.705625, 0.7025, 0.71375, 0.70875, 0.703125, 0.6990625, 0.70515625, 0.70984375, 0.70875, 0.70328125, 0.69859375, 0.7034375, 0.7009375]"
29,CIFAR-10,5,26,49.7060546875,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.780642433166504, 0.7868590831756592, 0.7828313291072846, 0.7882943212985992, 0.7861320424079895, 0.7861122381687164, 0.7923661243915557, 0.7919015371799469, 0.7922991490364075, 0.7901792967319489, 0.7885653412342072, 0.7896003699302674, 0.8036882412433625, 0.7915309178829193, 0.8004956567287445, 0.7988757920265198, 0.7973772716522217, 0.8000052392482757, 0.7929646301269532, 0.8005190360546112, 0.8046839272975922, 0.8052440762519837, 0.8026620995998383, 0.8074401593208314, 0.8118753468990326]","[0.7353125, 0.72828125, 0.735625, 0.7334375, 0.73421875, 0.73625, 0.73375, 0.72875, 0.73421875, 0.73734375, 0.73796875, 0.74046875, 0.735, 0.734375, 0.73921875, 0.73171875, 0.73484375, 0.73625, 0.7375, 0.73140625, 0.73171875, 0.73140625, 0.7303125, 0.72890625, 0.72109375]","[0.8352532541751861, 0.8362880742549896, 0.8401226437091828, 0.8334668922424316, 0.8295596170425416, 0.8326052260398865, 0.8397758018970489, 0.8297360444068909, 0.8379468750953675, 0.8279164731502533, 0.8340125775337219, 0.8349019622802735, 0.8379040420055389, 0.8508426260948181, 0.8275172603130341, 0.8440985178947449, 0.8339843511581421, 0.8389324307441711, 0.8485878181457519, 0.8396494567394257, 0.8380107188224792, 0.8492480659484863, 0.8456350004673004, 0.8529790651798248, 0.8576329588890076]","[0.7125, 0.7134375, 0.71171875, 0.71125, 0.72, 0.7096875, 0.71328125, 0.71625, 0.7228125, 0.71484375, 0.71953125, 0.71671875, 0.71015625, 0.7140625, 0.72421875, 0.720625, 0.7265625, 0.72375, 0.71203125, 0.716875, 0.71921875, 0.71078125, 0.716875, 0.71, 0.705]"
30,CIFAR-10,10,11,12.698076248168945,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.9951393699645996, 0.9762993037700654, 0.976163432598114, 0.9747063338756561, 0.9711024177074432, 0.9652668726444245, 0.9653309965133667, 0.9576106953620911, 0.9548021614551544, 0.9512285387516022, 0.9438001465797424, 0.9475339198112488, 0.942602789402008, 0.9420836889743804, 0.9352844762802124, 0.93963139295578, 0.9426337170600891, 0.9415704882144929, 0.942320226430893, 0.9399235641956329, 0.9381053876876831, 0.9423661005496978, 0.9525180637836457, 0.9536844110488891, 0.9508132088184357]","[0.6521875, 0.6625, 0.66078125, 0.66453125, 0.66953125, 0.6646875, 0.66609375, 0.66703125, 0.67421875, 0.66625, 0.67625, 0.66875, 0.6784375, 0.6721875, 0.6803125, 0.6696875, 0.67234375, 0.6721875, 0.6709375, 0.675, 0.67546875, 0.66953125, 0.67296875, 0.67078125, 0.6678125]","[1.0165686750411986, 1.0031833279132842, 1.0052764868736268, 0.9936521172523498, 0.9936447751522064, 0.990033723115921, 0.9858574044704437, 0.9823499143123626, 0.9663395428657532, 0.9796866190433502, 0.971098073720932, 0.9680056405067444, 0.9660811924934387, 0.9652354454994202, 0.9642271482944489, 0.9684677517414093, 0.9702672123908996, 0.9618116438388824, 0.964628711938858, 0.9697780466079712, 0.9757540738582611, 0.9660042107105256, 0.9659044003486633, 0.9740371477603912, 0.9816396105289459]","[0.636875, 0.65109375, 0.650625, 0.65640625, 0.66015625, 0.655625, 0.6571875, 0.651875, 0.6659375, 0.66046875, 0.6653125, 0.67171875, 0.66609375, 0.67375, 0.66859375, 0.66890625, 0.67046875, 0.67171875, 0.668125, 0.66828125, 0.6659375, 0.66875, 0.6653125, 0.6640625, 0.6575]"
31,CIFAR-10,10,15,26.992507934570312,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8955173075199128, 0.8913540911674499, 0.8887549817562104, 0.8775583684444428, 0.8821962225437164, 0.8779118955135345, 0.8784145307540894, 0.8912525701522828, 0.8835283672809601, 0.8838030922412873, 0.8868055653572082, 0.8762932753562928, 0.8793694305419922, 0.8814305341243744, 0.8868886530399323, 0.8869858264923096, 0.8846330869197846, 0.884709392786026, 0.8902196419239045, 0.8848629879951477, 0.8923704850673676, 0.9000454735755921, 0.8996658611297608, 0.8946257245540619, 0.9036048805713653]","[0.68984375, 0.6953125, 0.6978125, 0.70078125, 0.69859375, 0.70234375, 0.7009375, 0.7028125, 0.7, 0.7040625, 0.70265625, 0.70171875, 0.70078125, 0.70421875, 0.70015625, 0.7025, 0.70109375, 0.69890625, 0.69828125, 0.7015625, 0.69984375, 0.69625, 0.69203125, 0.698125, 0.6925]","[0.9263196671009064, 0.9250104749202728, 0.9195627069473267, 0.9197641110420227, 0.9176688361167907, 0.9191969454288482, 0.917923834323883, 0.9220883011817932, 0.9176942408084869, 0.9154158174991608, 0.913408316373825, 0.9149643409252167, 0.9176096558570862, 0.9104699838161469, 0.9268243479728698, 0.9121115982532502, 0.9116615235805512, 0.9138133478164673, 0.9211375343799592, 0.9170846581459046, 0.9279475247859955, 0.9237726700305938, 0.9331668865680695, 0.932840325832367, 0.9272897279262543]","[0.68390625, 0.6834375, 0.68, 0.69203125, 0.69546875, 0.69265625, 0.685, 0.6928125, 0.69, 0.6925, 0.69203125, 0.69171875, 0.69578125, 0.6909375, 0.68421875, 0.69671875, 0.69578125, 0.69734375, 0.69234375, 0.69453125, 0.6846875, 0.685, 0.68765625, 0.67625, 0.6896875]"
32,CIFAR-10,10,19,34.379295349121094,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8533984410762787, 0.8537489449977875, 0.8439322638511658, 0.8561994707584382, 0.8456164419651031, 0.8427778053283691, 0.8382124292850495, 0.8361531567573547, 0.8423614501953125, 0.8459100568294525, 0.8325185668468476, 0.8319734263420105, 0.8315727090835572, 0.835814837217331, 0.8325500762462616, 0.8398008227348328, 0.8391832327842712, 0.835895836353302, 0.8320216119289399, 0.8289360594749451, 0.8414459311962128, 0.8356708931922913, 0.8393676400184631, 0.8375649309158325, 0.8390771603584289]","[0.7084375, 0.70609375, 0.71765625, 0.71171875, 0.715, 0.7134375, 0.71953125, 0.7203125, 0.71234375, 0.71171875, 0.7196875, 0.71421875, 0.71703125, 0.71578125, 0.716875, 0.71796875, 0.72015625, 0.71484375, 0.71875, 0.7175, 0.715625, 0.70890625, 0.71375, 0.7121875, 0.7075]","[0.8863030314445496, 0.877579243183136, 0.8829013741016388, 0.8737471199035645, 0.8724555993080139, 0.8804619336128234, 0.8792050838470459, 0.8692184937000275, 0.876466168165207, 0.8746308934688568, 0.8648997855186462, 0.8664898157119751, 0.8686059403419495, 0.8704958081245422, 0.8696958100795746, 0.8728835654258728, 0.87085857629776, 0.8778843545913696, 0.8689777755737305, 0.8674134361743927, 0.8698266589641571, 0.8737428724765778, 0.871975257396698, 0.8875880289077759, 0.8770698130130767]","[0.69875, 0.6990625, 0.69453125, 0.7059375, 0.6965625, 0.70109375, 0.7040625, 0.70375, 0.69796875, 0.7003125, 0.70671875, 0.70609375, 0.701875, 0.7040625, 0.70265625, 0.7021875, 0.7, 0.698125, 0.70640625, 0.70375, 0.70078125, 0.70359375, 0.70203125, 0.693125, 0.69703125]"
33,CIFAR-10,10,23,40.45303726196289,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8184336769580841, 0.8158491504192352, 0.8206000304222107, 0.8126472651958465, 0.8128219091892243, 0.8221671724319458, 0.8109437620639801, 0.8015868544578553, 0.8069669198989868, 0.8088949310779572, 0.8085088038444519, 0.8182537674903869, 0.8045863878726959, 0.8095240926742554, 0.810238162279129, 0.8048948609828949, 0.8115351152420044, 0.8091618704795838, 0.8106718480587005, 0.8129007697105408, 0.820515216588974, 0.8177276337146759, 0.8151345944404602, 0.814766891002655, 0.8213776469230651]","[0.7190625, 0.72171875, 0.72171875, 0.7240625, 0.71828125, 0.72515625, 0.72046875, 0.7253125, 0.7265625, 0.7271875, 0.72703125, 0.719375, 0.72703125, 0.728125, 0.72828125, 0.72625, 0.7265625, 0.72546875, 0.7209375, 0.719375, 0.723125, 0.7209375, 0.7146875, 0.71359375, 0.71609375]","[0.8680682575702667, 0.859463472366333, 0.8597953498363495, 0.8535541248321533, 0.8570197749137879, 0.8589545440673828, 0.8553655135631562, 0.8483739519119262, 0.8534849953651428, 0.8564431571960449, 0.8569296205043793, 0.8439881670475006, 0.849295963048935, 0.8541045546531677, 0.8619035506248474, 0.8575837862491608, 0.8473578763008117, 0.8572215259075164, 0.855285724401474, 0.8496160626411438, 0.8570997619628906, 0.8598011481761932, 0.8591558682918549, 0.8565642297267914, 0.8610875236988068]","[0.70203125, 0.70359375, 0.709375, 0.71515625, 0.7065625, 0.70609375, 0.70765625, 0.711875, 0.71375, 0.7009375, 0.71, 0.71390625, 0.710625, 0.7059375, 0.70671875, 0.7128125, 0.713125, 0.7125, 0.7075, 0.7084375, 0.70609375, 0.70703125, 0.7115625, 0.70890625, 0.7034375]"
34,CIFAR-10,10,27,45.28264617919922,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8121266949176789, 0.7907164704799652, 0.7952181613445282, 0.7963305330276489, 0.7935494029521942, 0.7881352627277374, 0.7926999473571777, 0.7884096539020539, 0.7878897249698639, 0.7915054321289062, 0.7851409947872162, 0.7917303490638733, 0.7833433723449708, 0.7827771663665771, 0.78483833193779, 0.7845772433280945, 0.7882620084285736, 0.781689350605011, 0.7899916732311248, 0.7856904733180999, 0.7864311289787292, 0.7799557590484619, 0.7989021050930023, 0.7937994372844696, 0.7977539241313935]","[0.71734375, 0.72828125, 0.72609375, 0.72640625, 0.7290625, 0.7246875, 0.72703125, 0.73125, 0.73125, 0.7290625, 0.73359375, 0.726875, 0.730625, 0.7353125, 0.72828125, 0.73078125, 0.73640625, 0.73765625, 0.72484375, 0.726875, 0.728125, 0.7303125, 0.718125, 0.72484375, 0.7225]","[0.8431891393661499, 0.8361946642398834, 0.8391775357723236, 0.8345066785812378, 0.828240169286728, 0.8384902560710907, 0.8307087790966033, 0.831513500213623, 0.8299075901508332, 0.8251523387432098, 0.818831387758255, 0.8288687312602997, 0.8372779536247253, 0.8260598075389862, 0.8347888851165771, 0.8267601490020752, 0.8286754620075226, 0.8354895961284637, 0.8241189038753509, 0.8323143446445465, 0.8383561670780182, 0.8285180354118347, 0.8324986684322357, 0.8314530837535858, 0.8342024254798889]","[0.70921875, 0.70703125, 0.70484375, 0.70671875, 0.71734375, 0.70890625, 0.71359375, 0.71484375, 0.71875, 0.71921875, 0.72328125, 0.7221875, 0.7059375, 0.71296875, 0.7121875, 0.7175, 0.72, 0.71328125, 0.72015625, 0.7121875, 0.7096875, 0.71421875, 0.7128125, 0.710625, 0.71078125]"
35,CIFAR-10,15,16,12.79628849029541,"[0.0, 0.0416666679084301, 0.0833333358168602, 0.125, 0.1666666716337204, 0.2083333432674408, 0.25, 0.2916666865348816, 0.3333333432674408, 0.375, 0.4166666865348816, 0.4583333432674408, 0.5, 0.5416666269302368, 0.5833333134651184, 0.625, 0.6666666269302368, 0.7083333134651184, 0.75, 0.7916666865348816, 0.8333333134651184, 0.875, 0.9166666865348816, 0.9583333134651184, 1.0]","[0.8784028339385986, 0.8811484611034394, 0.8760710799694061, 0.8805900144577027, 0.867243230342865, 0.8679015815258027, 0.8661971127986908, 0.8612408685684204, 0.8592354607582092, 0.8694261336326599, 0.861237450838089, 0.8670722305774688, 0.8649034762382507, 0.8605222022533416, 0.8641320765018463, 0.8643271780014038, 0.8703779304027557, 0.8638889706134796, 0.8706668937206268, 0.8713941192626953, 0.8699169671535492, 0.8676110875606536, 0.870969123840332, 0.8793197274208069, 0.8860938441753388]","[0.699375, 0.698125, 0.6940625, 0.6921875, 0.69625, 0.70390625, 0.7015625, 0.7034375, 0.70078125, 0.70328125, 0.7009375, 0.70203125, 0.706875, 0.7021875, 0.699375, 0.7021875, 0.70296875, 0.70359375, 0.70296875, 0.69921875, 0.7028125, 0.70390625, 0.70453125, 0.69640625, 0.698125]","[0.9167758798599244, 0.9172760868072509, 0.9149561500549317, 0.9134912538528442, 0.9124232614040375, 0.9006467628479004, 0.8937240898609161, 0.9004687321186066, 0.8948425853252411, 0.9019623863697052, 0.8946631443500519, 0.9014368450641632, 0.9005041491985321, 0.9009080410003663, 0.9043716871738434, 0.9016429579257965, 0.9052476847171783, 0.9045231628417969, 0.9039751529693604, 0.9127550935745239, 0.9057575249671936, 0.9120182025432587, 0.9096385133266449, 0.9159312152862549, 0.9173161935806274]","[0.6871875, 0.68046875, 0.68375, 0.6865625, 0.68296875, 0.696875, 0.695625, 0.69421875, 0.69640625, 0.695, 0.69640625, 0.69546875, 0.6903125, 0.69125, 0.69015625, 0.69046875, 0.69359375, 0.69234375, 0.69, 0.69015625, 0.69453125, 0.68359375, 0.69140625, 0.68921875, 0.6884375]"
